function	G2N01	G2N02	G2N03	G2N04	G2N05	G2N06	G2N07	G2N08	G2N09	G2N10	G2N11	G2N12	G2P01	G2P02	G2P03	G2P04	G2P05	G2P06	G2P07	G2P08	G2P09	G2P10	G2P11	G2P12	G5N01	G5N02	G5N03	G5N04	G5N05	G5N06	G5N07	G5N08	G5N09	G5N10	G5N11	G5N12	G5P01	G5P02	G5P03	G5P04	G5P05	G5P06	G5P07	G5P08	G5P09	G5P10	G5P11	G5P12	NC01	NC02	NC03	NC04	NC05	PCRN	PCRP	PM01	PM02	PM03	SC01	SC02
1.14.12.1-RXN	31495.51	20520.910000000003	16276.61	15696.96	9521.24	16335.05	11781.97	18319.75	16366.31	45195.33	14968.56	13092.8	18193.38	18086.11	15501.28	17294.510000000002	17060.910000000003	30144.160000000003	15113.69	15837.14	14317.28	14744.13	19212.71	10283.81	7511.0	14498.92	28444.99	22690.87	26828.91	8333.599999999999	12435.79	16619.43	14077.93	9228.44	10582.12	18186.44	10068.48	18464.04	15502.33	32316.63	19354.22	18095.67	10276.69	19040.61	10763.33	9228.01	17669.64	7786.07	40.43	1855.52	817.0	140.0	159.88	226.33	10.0	3132.6	1465.6799999999998	4617.81	1388.93	1319.7800000000002
1.14.12.15-RXN	0.0	10.0	6.0	0.0	13.0	12.0	60.0	11.0	5.0	0.0	11.0	2.0	0.0	12.0	33.0	10.0	6.0	2.0	2.0	8.0	4.0	6.0	6.0	4.0	52.0	82.0	74.0	76.0	20.0	66.0	60.0	61.0	0.0	70.0	46.0	58.0	9.0	14.0	25.0	6.0	12.0	10.0	4.0	0.0	8.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
1.14.12.18-RXN	121.0	124.5	229.5	220.0	262.0	566.5	77.0	119.0	349.5	125.0	238.0	216.5	131.5	340.5	292.0	326.0	302.5	276.5	275.0	267.5	229.5	278.5	447.5	155.0	180.0	125.0	172.0	113.0	91.0	181.0	322.0	248.0	164.0	207.0	217.0	256.0	66.5	56.0	142.0	189.0	103.5	150.0	152.0	110.0	67.0	131.0	51.0	42.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	43.0	0.0	69.0	222.5	227.0
1.14.13.10-RXN	1303.5	2257.17	1636.33	2413.16	831.6700000000001	1080.17	1189.0	1575.5	967.17	1280.17	1830.17	1312.17	410.67	843.5	313.33	310.0	790.33	626.1700000000001	420.83	1199.67	746.1700000000001	462.0	634.8299999999999	359.67	1018.5	718.5	750.8299999999999	781.17	894.0	793.1700000000001	1054.0	1308.17	1512.67	968.17	1299.17	1009.5	504.0	376.5	638.17	531.33	387.83	745.0	462.83	378.0	546.6700000000001	558.1700000000001	359.0	467.83	24.33	203.0	55.67	0.0	0.0	0.0	0.0	2484.17	1222.83	3480.83	1245.17	1518.5
1.14.13.59-RXN	59394.53	62337.9	53781.95	80382.13	36906.46	66300.81	50598.22	63105.02	65141.75	82167.12999999999	75288.93	65983.02	102553.1	83294.36	103604.51	108171.16	141664.55	98130.7	55554.95	74437.36000000002	80237.98999999999	71929.07	65984.79000000001	45023.48	98300.12	70475.29	56139.23	96016.1	60241.88	89605.48	75888.35999999999	63699.47	71887.59	89700.23999999999	115912.68	59559.030000000006	83545.29000000001	79412.9	81843.07	84625.61	84524.03000000001	86436.25	70499.35	60829.52	89328.94	100753.84	82666.6	50013.89	811.16	13445.16	4868.75	8481.42	3526.11	4211.56	507.67	37755.07000000001	19592.56	54362.55	16085.0	15132.71
1.14.13.70-RXN	1676.5	2926.0	2781.5	3564.5	1887.5	2845.75	1578.75	2789.0	2673.5	1467.0	4301.25	3095.75	1056.75	1882.5	1086.5	1047.5	1801.75	1559.75	1247.5	1546.0	2065.5	1303.5	1908.5	973.25	1583.5	952.25	1115.75	941.25	984.5	1257.0	1702.0	1824.0	1806.75	1644.5	1778.0	1489.5	1500.0	663.0	1001.5	926.0	699.0	661.0	1065.25	726.5	980.25	1016.25	384.5	676.5	19.0	1009.0	130.0	908.0	75.0	1.0	0.0	3472.75	1016.0	3950.75	3210.25	3152.0
1.14.13.8-RXN	3145.0	6935.0	11368.0	14974.0	7705.0	11176.0	10422.0	14080.0	16930.0	24098.0	20076.0	16954.0	9320.0	6061.0	3778.0	6238.0	19329.0	13207.0	8519.0	13288.0	11731.0	7729.0	6683.0	8109.0	21548.0	7570.0	7638.0	22991.0	12431.0	19150.0	14616.0	9985.0	17904.0	14434.0	22016.0	12899.0	23583.0	10503.0	18574.0	9956.0	18936.0	20214.0	18752.0	6871.0	25405.0	29173.0	15379.0	14931.0	7.0	859.0	393.0	423.0	306.0	12.0	6.0	1289.0	614.0	1558.0	79.0	113.0
1.14.13.84-RXN	15811.82	15246.99	14409.09	15635.84	16668.08	25838.0	8260.34	11972.5	19037.1	10371.5	21504.27	19180.58	13479.33	21134.83	15546.67	19577.5	13031.51	18815.75	17285.260000000002	18003.18	17532.66	17150.739999999998	26680.07	12636.83	12026.76	10201.26	17006.510000000002	10876.74	10920.25	13567.99	13915.08	11594.83	6215.99	12549.34	13225.0	10945.5	12725.01	9276.5	17833.25	11139.82	6459.34	12342.49	9118.25	9928.74	6548.75	6805.91	3691.24	6877.66	24.26	1293.99	693.0	3979.25	408.76	88.0	3.0	4308.92	1314.9199999999998	5145.01	21846.51	20222.01
1.14.13.92-RXN	9.0	2.0	2.0	7.0	5.0	7.5	10.0	25.0	3.0	7.0	4.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	2.0	0.0	0.0	3.0	2.0	5.0	0.0	1.0	2.0	3.0	1.0	0.0	0.0	2.0	0.0	7.0	0.0	1.0	3.0	3.0	1.0	3.0	0.0	4.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	13.0	2.0	4.0
1.14.19.1-RXN	199317.43	281220.12	225440.69	241875.51	228540.33	290634.88	146480.16999999998	193373.61	203432.04	254211.53	263623.25	214236.05	224655.14	311703.23	240601.32	296772.96	221146.3	307666.34	215859.83	255927.3	214098.56	230950.81	286623.8	164980.32	191224.8	224123.72	221529.58	301179.86	192130.53	236765.12	209343.34	189491.52	125220.74	236176.34	261789.67000000004	169059.64	213177.81	261435.17	244846.8	313784.63	224604.66	247471.05	181661.78	209168.5	180919.55	165293.61000000002	155547.32	116690.57	1914.06	34917.24	15942.59	63620.130000000005	13829.11	10466.28	91.01	113339.12	56911.08	162570.59	243438.61	225231.79
1.14.19.3-RXN	118657.77	154546.51	106773.9	119768.58	87040.13	148818.88999999998	84588.45	104432.41	112415.29	134492.34	126409.43	110195.98	140200.78000000003	162839.45	151508.05	195166.97000000003	135038.53999999998	168538.76	118324.72	143359.58000000002	128534.66	128041.25	149677.53999999998	95091.83	120735.93	170942.22000000003	154017.83000000002	198400.03000000003	136383.56	158152.19	153072.5	140620.59	113771.36000000002	166122.22999999998	175025.49	117381.85	147717.86000000002	181437.4	158543.44	210483.85	191391.84000000003	165772.46	125836.66	146414.31999999998	126472.81	122893.85	128368.6	72831.22	839.9	16389.16	9440.58	20382.34	6227.96	4519.5	58.17	62581.1	33996.58	91953.97	56717.44	48117.77
1.15.1.2-RXN	442.83	575.99	916.53	804.38	939.52	1130.03	549.76	1149.56	1687.2	729.91	1349.39	1425.68	493.86	1253.35	631.37	574.53	674.35	811.04	667.46	719.28	735.11	724.4999999999999	1047.39	384.94000000000005	902.62	1180.33	664.9399999999999	491.95	1030.76	487.78	552.16	681.1499999999999	1718.95	474.57	628.11	858.6700000000001	631.5	566.0600000000001	565.27	1085.53	698.26	299.21	379.4100000000001	645.97	1303.52	1894.21	1116.95	820.75	19.5	1197.83	979.46	794.4	11.4	402.83	0.0	5406.929999999999	4745.849999999999	4322.56	967.89	929.75
1.17.1.1-RXN	60784.96	68859.72	48894.62	44341.56	44616.93	61453.48	32350.120000000003	45962.95999999999	50590.87	103700.6	47880.25000000001	42859.64	63425.26	73737.2	62326.52	75221.34	51654.09	103554.25	60428.17999999999	57249.600000000006	53651.21000000001	58289.64	80870.63999999998	43247.77	45907.77	75735.87	83436.98	106486.84	73755.54000000001	55080.01	67100.58	64426.38	41959.17	70506.38	63915.16	59715.060000000005	49651.53	78931.28	71207.07	112344.68	64007.16	71252.95	45153.02	65870.25	46414.64	35318.92	47172.14	30393.99	459.83	7455.59	4656.43	7699.84	3050.86	1441.49	28.67	28266.04	15777.84	43926.49	29795.7	22159.76
1.17.4.2-RXN	21640.69	16064.589999999998	16133.03	19125.85	10675.84	16263.590000000002	13660.64	18690.23	18966.62	41955.34	18179.01	18897.53	25939.620000000006	20856.14	18560.01	18803.53	39098.96	34215.98	14957.27	15984.320000000002	16624.06	14075.97	18520.980000000003	9917.39	8855.64	12196.42	14497.81	16583.940000000002	23622.97	7433.849999999999	11948.65	10871.29	43408.68	8794.67	11521.68	16803.12	7646.590000000001	11723.19	12139.079999999998	21900.3	13593.93	10348.02	7851.999999999999	19737.69	19178.67	22325.16	25794.67	9548.3	135.5	5791.82	3024.49	4891.56	1915.23	2047.0	76515.39	36580.28	29201.120000000003	37774.06	9725.64	8834.990000000002
1.17.5.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.17.99.1-RXN	4287.7	5645.41	6061.25	3977.16	4651.16	5788.33	2075.67	4063.0	5333.59	4759.17	4566.39	4380.12	4942.42	6371.33	5507.33	4660.25	4450.66	7918.75	8595.92	5621.09	4264.16	6399.33	12160.16	4544.75	2354.34	3573.92	9141.58	6619.08	7088.58	1982.49	3405.75	4725.5	2816.66	2257.17	4423.0	4531.84	2227.7	2684.0	2155.0	4670.75	2961.09	2982.67	2341.33	2705.99	1577.41	1324.74	2303.25	1236.2	7.67	98.33	40.75	427.5	22.67	30.0	0.0	449.9	121.17	364.77	1644.67	1274.67
1.18.1.2-RXN	129418.69	158097.27000000002	156989.34	178899.04	163985.5	227315.38	100153.6	151010.68000000002	191775.26	225295.35	222910.67	193767.79	182173.0	213300.10000000003	209738.16	224612.19	246407.98	235014.6	171431.56	184816.56	183772.21	178016.38999999998	236303.19	130297.64	277523.99	240374.75	220302.78	311425.09	259236.05	261165.06	234978.69	221196.3	284609.16	219212.75	311084.63000000006	195353.34	280464.36	205532.71	248046.48	262751.58	338742.96	276366.03	222306.56000000003	165403.61	278356.69	318408.97000000003	268878.86	169054.65	2018.57	33061.93	13964.410000000002	44742.57	11339.25	11322.38	76656.29	100053.46	40839.86	122159.86	194516.67	178561.5
1.2.1.2-RXN	252274.44	270493.06999999995	244695.22	302499.92	269148.65	309599.93	177472.62	242744.96	249925.22	328709.27	291326.55000000005	264551.53	252694.14	320579.25	236367.28	264538.6	338702.46	326210.18	227667.5	259378.27	224004.83	230695.95	315606.83	157458.9	224917.74	255418.46	255493.23	297565.88	279764.99	227970.41000000003	228430.29	222683.97	299593.06000000006	209514.64	272211.22000000003	207824.94	205238.07	204265.51	237257.15	280519.01	262754.3	225570.32	169967.45	200002.13	238292.33	232753.18	226044.51	135687.41	3081.27	33683.619999999995	31078.890000000003	93938.92	23023.369999999995	13749.79	154380.84	352126.6	303538.67999999993	379211.01	354323.56	331298.61
1.2.1.27-RXN	205090.55	209180.1	187653.32	207627.84000000003	155345.51	224157.79	131305.52	185782.41000000003	195306.97	275939.97000000003	220788.29	196229.39	232722.43	247697.03000000003	210122.57	238061.17	259211.15	286116.33	190930.21	203551.4	186042.87	186680.87	267472.11	135564.35	191347.09000000003	212729.4	221436.93	285375.82	243405.78	195402.7	197143.09	185476.93	256955.13	187346.49	239765.3	181913.9	196066.63	210963.47	210823.96	279523.68	251940.78	217820.29	169987.8	193967.49	214310.69	220018.98	218693.91	124938.34	3782.79	50928.51	28393.42	46957.22	19647.12	22678.13	142.22	255768.33	227201.82	265091.91000000003	142754.06	127116.32
1.2.1.32-RXN	36003.200000000004	35365.86	32052.51	43145.7	24301.870000000003	34202.98	22660.38	25459.08	23532.88	40310.48	29920.38	25174.210000000003	22184.810000000005	33183.72	15941.500000000002	20040.35	29861.62	35611.82000000001	20262.67	25705.5	20273.17	26938.370000000003	25734.45	13514.32	10712.43	17189.38	18827.47	15198.19	16084.64	13434.78	14851.84	16157.32	11350.3	12940.5	12804.34	13608.9	17767.91	13307.8	13977.05	21345.77	14587.39	14207.22	8982.769999999999	11215.05	10846.0	10018.61	12058.72	7220.710000000001	264.33	5775.16	5281.5	5962.5	1817.24	436.03	5.5	31830.71	16815.08	21353.140000000003	17484.32	14285.839999999998
1.2.1.45-RXN	9481.67	10505.69	9966.58	8921.95	9229.38	11929.22	3408.19	7191.52	8508.15	3393.91	7550.84	6535.38	8404.83	13215.11	8185.79	8844.17	4884.09	10406.06	9810.75	8975.39	6522.860000000001	8768.97	18876.08	6189.68	3401.17	6293.17	11053.78	8990.08	7387.5	4350.83	4024.47	4941.5	2878.83	3594.42	3682.5	5636.25	6942.389999999999	9500.56	7407.58	14032.22	8633.08	6795.02	5870.72	7400.16	4061.52	3306.52	7692.86	3144.94	235.67	837.3299999999999	1604.25	1858.0	836.67	350.0	8.5	333.0	388.67	308.17	3543.75	2649.67
1.2.1.58-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	52.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	2.5	0.0	0.0	5.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
1.2.1.65-RXN	2.0	2.2	1.4	2.8	1.8	1.2	0.0	1.2	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	3.8	0.0	0.0
1.2.1.66-RXN	53636.42999999999	60087.69	57599.810000000005	87619.45	36078.8	64028.85	52118.89	61232.62	64145.04	73788.43999999999	79098.77	68860.25	66717.72	67770.28	80438.37	79958.62	123345.89	73217.31	47096.82	66376.95999999999	67143.75	61075.29000000001	59202.31	39077.76	92131.21	69515.95999999999	56681.990000000005	85812.89	64019.380000000005	82648.66	71296.76999999999	67856.17	90232.12	75126.31999999999	114422.09	57520.68	89215.21	54879.60999999999	68597.07	63563.68	114747.2	82574.26999999999	69820.39000000001	43512.310000000005	92869.13	109818.26	83367.77	51817.41	541.91	9939.16	2452.25	7791.83	2330.53	1973.06	53.17	46800.41	16220.13	57583.89	21790.51	21086.71
1.2.1.9-RXN	46681.03999999999	35676.07	28687.19	46561.92999999999	16814.18	27782.8	30470.910000000003	32385.67	23176.42	50807.42	32405.93	27696.72	36270.05	31141.14	15965.88	22328.68	44943.20999999999	41049.88	18725.23	31835.63	21187.54	20441.13	21328.870000000003	12536.79	8676.21	10029.25	13462.96	16111.13	14885.34	8511.84	9690.22	11493.86	12587.61	9369.13	13295.91	11644.86	9034.84	10868.33	8469.56	12594.49	7253.85	8623.74	6351.5	11191.97	6899.74	6419.12	8194.029999999999	6083.96	262.74	1316.2600000000002	1768.1	2728.5	1389.96	517.5	7.67	21758.75	15416.25	25421.02	7755.43	6580.71
1.2.3.3-RXN	905.84	680.44	824.5899999999999	760.74	864.8199999999999	684.88	724.49	1193.75	2085.28	1385.0	1217.35	1379.26	696.8499999999999	1129.73	623.58	506.7	1953.59	1481.62	626.7900000000001	878.4000000000001	889.4899999999999	819.8700000000001	727.3699999999999	451.68000000000006	759.73	676.36	557.97	321.79	4041.13	399.01	310.46	372.84	7199.73	374.03	381.71	1027.31	948.0	1692.73	524.11	3454.9	2452.21	438.69	610.31	972.26	1252.97	1706.2499999999998	11774.56	568.67	5.0	972.32	523.0	612.0	539.0	93.0	0.0	1755.34	2277.27	1402.94	2237.75	2437.75
1.2.4.4-RXN	291239.65	318363.23	268365.56	352797.05	234204.23	332960.11	208123.8	265088.85000000003	246012.66	396191.49	302052.59	274598.1	287032.5	354641.60000000003	233789.14	286818.91000000003	359029.93	383593.94	232740.86	311695.45	240495.82	249023.86	328750.02	171110.76	146515.16	208864.76	214572.54000000004	259543.62	216776.62	165421.49000000002	185065.7	170805.99	224530.71	187446.41	190871.81	175708.9	167728.45	216607.62	193043.97	285827.55	181350.3	185900.68	134609.83000000002	194590.5	169732.76	155142.33000000002	199511.25	100413.91	2259.46	36671.97	32796.31	70296.42	20573.16	12115.61	117.62	335376.5	298751.28	337447.59	212455.17	195535.05
1.2.7.4-RXN	179.0	243.39	404.42	370.7000000000001	827.1800000000001	498.98	351.02	598.88	604.75	399.09	707.14	670.1400000000001	226.85	513.3199999999999	189.87	200.9	316.30999999999995	228.27	232.99	340.84000000000003	378.61	246.93	294.47	117.45000000000002	485.8499999999999	505.85	291.55	159.63	688.1500000000001	207.91000000000005	234.4	374.46	1124.7599999999998	184.55	237.39	387.2699999999999	151.84	238.48	186.01	559.16	288.73	104.7	120.64	277.61	591.49	890.1700000000001	475.96	405.65	39.0	1.0	113.86	449.0	11.0	110.33	0.0	2100.11	2151.84	1884.15	1311.14	1057.25
1.2.7.5-RXN	8524.92	12306.43	11775.77	15321.42	13693.76	10941.16	9347.31	8205.06	5051.4400000000005	6782.41	9458.17	7817.869999999999	2338.36	7396.179999999999	2588.9	2168.94	5242.84	5246.22	4259.32	6463.91	3672.21	4769.200000000001	4279.11	2017.67	1291.13	1706.89	760.31	701.5	1232.27	923.8	695.4100000000001	815.21	2066.14	604.24	855.6500000000001	1143.98	549.25	694.26	673.63	1504.17	650.53	664.61	350.32	600.38	1329.6699999999998	2330.4700000000003	1263.52	1172.42	39.0	847.0	560.0	4484.0	460.33	43.33	0.0	6981.76	5836.0	7204.89	25232.5	26882.83
1.2.7.7-RXN	393.32	313.66	442.0	761.84	645.16	682.66	319.66	232.66	376.18	49.84	368.5	383.16	118.16	917.32	370.0	453.34	87.34	461.0	534.66	403.34	364.84	304.0	1015.34	263.34000000000003	16.5	176.0	64.0	86.0	48.0	32.0	52.0	102.0	50.5	107.0	10.68	72.34	211.34	158.0	710.0	753.34	62.0	782.0	66.0	332.0	193.34	131.34	118.0	451.0	24.0	0.0	0.0	156.0	0.0	0.0	0.0	70.16	0.0	164.0	722.0	532.0
1.2.7.8-RXN	120253.34	129081.65	107474.56	107865.21	94370.17	142940.51	62279.26	94996.99	109577.21	156969.89	115090.91	101284.80000000002	115305.85	138070.78	112359.54	125794.09	103425.93	154380.08	116883.42	113516.19	97614.94	110392.72	170962.52	78346.23	69175.20999999999	93436.16	104570.31	119429.27999999998	108926.24	77611.96	80915.44999999998	76381.95000000001	66714.78	63258.100000000006	75702.29	70975.31000000001	79255.08	91429.85	97127.48	145176.67	99816.26	99421.28	66327.92	78973.06	70127.63	63314.53	79629.0	47727.37	759.3299999999999	8272.99	7736.08	16501.67	3209.2	2207.49	51.94	31829.46	16469.4	42640.47	74452.18	64845.42
1.2.99.7-RXN	6.000000000000001	11.75	8.95	10.779999999999998	4.7	13.78	8.120000000000001	17.349999999999998	20.570000000000004	12.650000000000002	25.450000000000003	22.28	7.2	13.95	3.0	6.1000000000000005	12.0	9.82	6.2	10.65	11.45	6.8	5.55	5.95	20.44	112.65	56.92999999999999	9.75	168.35	3.02	31.42	66.69999999999999	209.1	13.1	17.839999999999996	82.99000000000001	5.5	9.62	14.1	101.37	35.8	7.649999999999999	9.32	36.93000000000001	71.36	93.47	80.56	16.619999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.41000000000005	197.6	168.59	8.0	13.5
1.20.1.1-RXN	103.5	168.0	46.1	30.5	47.0	60.6	45.2	139.3	58.5	502.9	71.4	43.7	222.4	122.4	88.3	106.4	105.5	113.5	97.8	73.0	57.2	73.2	209.0	52.4	90.4	146.2	239.6	411.2	167.4	63.8	94.8	109.2	175.2	106.4	191.8	135.4	46.6	119.4	79.0	196.8	60.5	60.2	59.4	212.2	41.4	32.4	85.0	55.8	0.0	0.0	0.0	0.0	0.0	0.0	0.55	2.8	0.0	7.6	11.4	2.6
1.20.98.1-RXN	381.0	397.8	270.6	506.2	487.2	726.8	198.0	507.8	526.0	177.0	683.0	606.4	209.0	365.0	291.0	415.0	176.2	392.0	238.0	610.6	435.0	315.0	339.0	293.0	891.0	787.0	935.0	628.0	762.0	740.0	678.0	759.0	643.0	601.0	696.0	640.0	937.0	826.0	916.0	1036.0	1380.0	1079.0	704.0	521.0	749.0	977.0	716.0	689.0	0.0	12.0	44.0	0.0	0.0	0.0	0.0	11.6	0.0	85.2	326.0	299.0
1.21.4.1-RXN	25.880000000000003	39.38	27.5	41.12	45.5	28.88	16.119999999999997	47.62	17.75	38.63	33.25	37.25	15.25	39.870000000000005	4.62	12.5	27.63	27.0	5.12	17.12	14.62	8.870000000000001	18.5	7.0	30.0	41.0	43.0	39.0	18.12	33.0	30.0	29.0	53.0	36.0	26.25	27.0	9.0	7.0	8.12	3.0	8.0	8.0	3.0	44.0	14.0	8.0	1.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	19.12	0.0	317.25	220.0	99.0
1.21.4.4-RXN	0.0	0.0	5.0	0.0	0.0	0.0	0.5	7.0	0.5	0.75	0.25	2.25	0.0	6.25	0.0	0.25	0.75	0.0	0.0	0.0	0.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.99	0.0	0.0	0.0	0.0	0.0	54.0	136.0	73.25	19.0	0.0
1.3.1.2-RXN	0.0	0.0	0.0	0.0	18.0	1.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	11.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	104.0
1.3.1.25-RXN	4583.11	3788.81	3313.4300000000003	2928.8	2864.14	5189.379999999999	1607.89	2716.4700000000003	3594.9300000000003	2471.05	3732.25	2966.13	4545.71	3937.42	3422.65	3664.59	3153.86	5663.27	3922.43	4178.91	3269.85	3769.13	6144.38	2759.87	2311.26	3689.92	7766.67	7294.580000000001	6496.750000000001	2290.63	3469.45	4740.53	3592.93	2136.03	3212.75	4592.74	2837.65	4749.200000000001	2973.2200000000003	8092.03	5755.52	4371.98	2967.35	4390.99	2157.79	2038.99	6554.3	1811.18	418.67	4258.33	1593.83	1846.5	1822.87	3465.0	7.67	299.3	587.17	248.32	633.27	486.39
1.3.1.29-RXN	2.0	2.2	1.4	2.8	1.8	1.2	0.0	1.2	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	3.8	0.0	0.0
1.3.1.49-RXN	89.0	138.5	118.0	129.5	105.0	274.0	66.0	119.0	166.5	63.5	147.0	138.5	174.5	201.0	175.5	185.5	175.5	284.0	234.5	161.0	108.0	180.5	503.0	131.0	10.0	45.0	26.0	29.0	15.5	24.0	28.5	19.0	44.5	13.5	23.5	40.0	41.0	37.0	62.0	73.0	66.5	59.5	33.0	41.5	40.0	20.0	58.5	26.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	6.5	6.0
1.3.1.53-RXN	0.0	9.0	3.0	0.0	8.0	6.0	33.0	6.0	5.0	0.0	9.0	1.0	0.0	6.0	19.0	9.0	3.0	1.0	1.0	4.0	4.0	1.0	3.0	2.0	26.0	41.0	37.0	38.0	10.0	33.0	30.0	32.0	0.0	35.0	23.0	29.0	6.0	7.0	17.0	3.0	6.0	5.0	2.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
1.3.1.54-RXN	70197.84	80632.90999999999	76761.57	101189.74	58882.0	95161.78	60967.42	85198.52	89226.13	96589.29	103648.03	95662.56	91271.43	96813.27	87721.07	98176.85	131069.50999999998	117659.52	71998.25	90149.73	85435.26000000001	77768.28	94216.11	55932.3	116255.21	113469.29	102312.77	148314.36	110619.79	109452.62	104131.81	98421.7	136154.43000000002	113015.6	142525.58	92056.63	110156.05	105343.48	110321.56	132634.82	149106.69	119935.44	95151.29	91331.99	130383.26999999996	138825.09	127812.53	71997.3	858.94	16042.32	9034.14	16562.66	5937.66	5104.53	71.62	120637.21	110854.49	130296.11	48137.95	44528.96
1.3.1.56-RXN	51.0	113.0	93.0	100.0	98.0	244.0	78.0	209.0	232.0	115.0	399.0	273.0	127.0	282.0	189.0	163.0	196.0	255.0	145.0	131.0	200.0	163.0	239.0	97.0	47.0	52.0	46.0	9.0	30.0	18.0	44.0	31.0	49.0	26.0	44.0	60.0	48.0	45.0	66.0	85.0	58.0	43.0	38.0	58.0	65.0	53.0	51.0	33.0	0.0	0.0	0.0	93.0	12.0	0.0	0.0	0.0	0.0	95.0	99.0	111.0
1.3.1.60-RXN	2.0	2.2	1.4	2.8	1.8	1.2	0.0	1.2	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	3.8	0.0	0.0
1.3.1.62-RXN	247.0	442.0	506.0	470.0	139.0	296.0	264.0	479.0	330.0	157.0	472.0	420.0	196.0	767.0	231.0	162.0	270.0	257.0	173.0	263.0	376.0	202.0	461.0	191.0	14.0	25.0	38.0	38.0	19.0	15.0	41.0	25.0	62.0	25.0	27.0	34.0	53.0	72.0	546.0	162.0	18.0	185.0	51.0	84.0	95.0	68.0	21.0	79.0	0.0	384.66	0.0	0.0	0.0	0.0	0.0	464.0	278.0	553.0	2.0	0.0
1.3.1.64-RXN	4396.26	1631.79	1582.44	1621.83	845.47	1551.13	1557.59	1957.2000000000005	1486.71	2941.4	1392.89	1235.6999999999998	1992.93	1350.17	1498.13	1605.9	1414.83	1675.86	1698.63	1565.84	1302.62	1515.16	2262.56	931.83	1027.94	1964.44	4702.6	3022.56	3780.39	1054.96	1642.93	2361.9300000000003	1770.06	785.81	1173.67	2699.26	730.37	1439.7399999999998	1517.43	3723.8	2053.86	2216.9300000000003	926.73	1608.16	1188.06	1260.26	1973.96	859.1300000000001	11.67	174.32999999999998	39.0	0.0	0.67	140.32999999999998	0.0	504.4	163.67	658.8	17.33	16.67
