flux_date	passage	treat	rep	ch4	rank_ch4	log_ch4	selected
2019-12-10	4	p	02	0.04244406156704409	81	-1.2926205037211487	FALSE
2019-12-10	4	n	03	0.05564174726547367	87	-1.1926321010422083	FALSE
2019-12-10	4	n	10	0.05684810351726683	89	-1.1845440904706486	FALSE
2019-12-10	4	p	06	0.05761561773500823	90	-1.1794756059543898	FALSE
2019-12-10	4	p	08	0.06445473109025658	91	-1.1367468553541265	FALSE
2019-12-10	4	p	09	0.07758357697985857	93	-1.0649104600485066	FALSE
2019-12-10	4	p	07	0.08035900138243135	96	-1.0511346213957793	FALSE
2019-12-10	4	p	05	0.0825816313090656	97	-1.0404092493058268	FALSE
2019-12-10	4	p	04	0.1009362985411299	100	-0.9607054769750724	FALSE
2019-12-10	4	p	03	0.11610349684845217	102	-0.9043528446198018	TRUE
2019-12-10	4	p	01	0.17982210956879052	106	-0.7250213225316199	TRUE
2019-12-10	4	p	12	0.3178590519884463	110	-0.48625969157058646	TRUE
2020-03-09	5	p	04	-0.007533551465930385	1	-3	FALSE
2020-03-09	5	n	03	-0.0018514837401643733	5	-2.1750891269054	FALSE
2020-03-09	5	n	05	-5.157077328469615e-4	6	-2.095942412356003	FALSE
2020-03-09	5	n	12	8.047413646013195e-5	7	-2.0647938417723504	FALSE
2020-03-09	5	n	09	0.0029203406499043244	13	-1.9410469118214608	TRUE
2020-03-09	5	n	08	0.004029002792498822	17	-1.9009220494873353	FALSE
2020-03-09	5	n	10	0.006571364896194264	25	-1.8208816751287549	TRUE
2020-03-09	5	p	03	0.015123509530619828	38	-1.626039210353175	FALSE
2020-03-09	5	n	07	0.0176759027510602	44	-1.5815420226633667	FALSE
2020-03-09	5	p	12	0.01885303170175341	47	-1.562462148249335	FALSE
2020-03-09	5	n	02	0.019177604306313645	48	-1.5573453603585028	TRUE
2020-03-09	5	p	06	0.020831578090939176	50	-1.5321680787403353	FALSE
2020-03-09	5	p	10	0.022490488216603453	53	-1.5083016527633568	FALSE
2020-03-09	5	p	09	0.025971798927677012	61	-1.4621135580786595	FALSE
2020-03-09	5	p	11	0.029063802560911137	68	-1.424842718156834	FALSE
2020-03-09	5	p	07	0.03844626783323994	79	-1.3280886580037967	FALSE
2020-03-09	5	n	04	0.0455487703014216	82	-1.2669446722974675	FALSE
2020-03-09	5	p	02	0.10687786938640333	101	-0.937751212257209	FALSE
2020-03-09	5	n	01	0.17784095852047938	105	-0.7296134853792069	FALSE
2020-03-09	5	p	08	0.38349057175931556	113	-0.4066872078232549	TRUE
2020-03-09	5	n	06	0.39135986594107464	114	-0.39805574467203786	FALSE
2020-03-09	5	n	11	0.7524029500408854	115	-0.11865158264570738	FALSE
2020-03-09	5	p	05	0.8091492359594181	116	-0.08741514423746181	TRUE
2020-03-09	5	p	01	1.5580346193853847	117	0.19494929840723593	TRUE
